#{"t_start": 1749861829.2679536, "env_id": "None"}
r,l,t
-3524.524,52,427.08926
-1588.2385,31,427.089316
-1411.2482,21,427.122115
-3227.1245,43,427.185118
-3479.719,31,427.201815
-3318.4907,29,427.201859
-5611.3374,59,427.252763
-574.038,401,427.287159
-4999.9956,50,427.287203
-3079.9844,26,427.354189
-2679.998,21,427.387642
-3318.277,29,427.404698
-3079.978,26,427.404738
-7157.1396,77,427.438247
-909.9638,22,427.455103
-5063.3853,136,427.471897
-2600.0,20,427.621306
-2999.7798,25,427.621362
-1732.3662,47,427.621376
-2601.1587,33,427.638125
-2486.4502,25,427.70454
-2109.7725,15,427.704588
-3559.8394,32,427.72132
-2590.824,42,427.737971
-906.157,22,427.771206
-3306.2158,31,427.771251
-2214.8699,25,427.805093
-1771.7698,22,427.805137
-3388.5952,30,427.854972
-1668.9398,401,427.888389
-3239.9963,33,428.021265
-2962.6133,25,428.037814
-1807.8141,15,428.054341
-2161.1929,86,428.071537
-2311.3975,90,428.071581
-3159.9673,27,428.071594
-1150.2074,23,428.102109
-1787.3506,25,428.18543
-2320.1978,33,428.185484
-1639.9777,8,428.185496
-3553.7915,32,428.268901
-1149.7501,120,428.352612
-2918.469,24,428.469835
-2999.1328,25,428.486906
-2910.8843,24,428.503599
3016.3203,401,428.537275
-6599.9995,70,428.570586
-3520.0796,33,428.587661
-2467.4043,47,428.587703
-2695.6465,59,428.604586
-2947.2612,36,428.621433
-3078.6458,26,428.704743
-1689.081,54,428.754955
-6119.8486,64,428.771785
-1860.6005,11,428.788605
-5796.393,67,428.822117
-2357.4797,17,428.822161
-2839.6558,23,428.871847
-1799.9991,10,428.921872
-5474.2207,65,428.97214
-2199.1707,106,428.972191
-2972.9795,62,429.10862
-1925.096,30,429.125742
-1676.9325,41,429.192534
-2794.539,26,429.259253
-3793.4282,371,429.259303
-1634.554,21,429.325812
-1762.406,51,429.325864
-1799.5251,10,429.491621
-4446.596,144,429.525183
-2477.9583,45,429.575413
-1629.4219,59,429.575459
-3301.4224,49,429.592293
-2759.9133,22,429.688015
-5039.087,67,429.704617
-1328.7935,28,429.721411
-4109.512,39,429.754724
-2241.5796,53,429.804617
-1767.4548,47,429.903964
-2587.436,23,429.953321
-2893.246,401,430.019406
-2944.7583,31,430.036113
-4890.5117,275,430.05265
-2605.3713,142,430.136511
-3197.6833,57,430.136568
-3149.2896,27,430.136582
-3639.9666,33,430.301132
-910.59534,12,430.333814
-2474.961,26,430.382983
-470.36124,401,430.399508
-1465.4617,49,430.513283
-2687.472,29,430.529812
-1645.8342,53,430.596107
-2418.844,68,430.612626
-2822.4248,23,430.760127
-2963.373,25,430.809069
-8651.264,401,430.874738
-2837.997,47,430.907444
-1626.0212,65,431.10489
-4066.7476,67,431.120487
-3799.9988,35,431.167856
-3707.393,52,431.183056
-2679.9966,21,431.247136
-4866.4834,188,431.296264
-2036.081,13,431.312869
-3761.9478,194,431.394629
-1942.5165,19,431.427821
-1736.5037,57,431.444748
-2144.9365,54,431.495114
-2985.914,47,431.528028
-2239.869,45,431.609976
-2677.4722,55,431.710019
-191.1611,401,431.739972
-5148.6387,76,431.77357
-3319.9993,29,431.873051
-2599.436,22,431.889888
-1635.3729,401,431.957493
-2323.3955,144,431.957551
-3397.6724,30,431.991257
-2199.9888,15,432.024993
275.8963,401,432.025042
-3101.0059,37,432.042123
-5235.64,53,432.042167
-2589.8608,23,432.091239
-1960.0,12,432.155993
-1968.456,15,432.238489
-6250.521,135,432.354116
4823.233,401,432.370639
-2901.7432,161,432.449471
-4444.25,52,432.466105
-1165.178,32,432.544789
-2005.4722,21,432.577368
-1862.1741,35,432.72155
-4348.5854,42,432.721612
-2861.919,54,432.754728
-5182.1094,53,432.754775
-2479.6133,19,432.77184
587.0294,401,432.771885
-4803.1455,48,432.821013
-1636.811,8,432.902706
-2047.6044,56,432.935523
-2999.919,25,432.952098
-3134.4094,44,433.066984
-3068.147,65,433.146991
-1666.6409,20,433.147056
-3559.6602,32,433.273819
-2698.9243,56,433.356837
-2342.1714,17,433.421616
-2117.7788,41,433.421675
-2039.9692,13,433.48627
-2840.7222,24,433.533968
-2401.4854,145,433.550042
-2431.6743,78,433.629792
-6279.998,66,433.645437
-4432.9307,144,433.645489
-2388.4082,59,433.678444
-4838.071,48,433.72799
-2859.8704,65,433.777251
-4670.166,64,433.810277
-2562.955,25,433.826992
-1921.2625,48,433.84364
-3007.5356,26,433.843686
-1971.4943,59,433.860274
1299.8579,317,433.908669
-2265.4397,16,433.908719
-2732.2651,23,433.923685
-2298.8774,17,433.956141
-2599.9978,20,433.972635
-1756.956,14,434.05461
-2598.939,20,434.054668
-2594.9053,50,434.169483
-2999.9695,25,434.186239
-978.747,24,434.202934
-4723.9565,171,434.235949
-906.98175,48,434.317788
-1610.2439,8,434.334275
-1594.5222,12,434.383462
-1781.8514,26,434.400027
-5586.77,275,434.400073
-2839.9146,23,434.546874
-4434.8584,43,434.612225
-2199.9683,15,434.628653
-5217.603,168,434.693786
-1352.5552,49,434.710272
2680.0627,401,434.775874
-3300.3516,30,434.890665
-1850.4136,88,434.92418
-5102.2295,401,434.941072
-4039.036,38,435.023578
-2891.5088,24,435.10489
-4273.191,76,435.104954
-2455.6042,48,435.104966
2164.2214,401,435.155247
-3713.7698,34,435.171592
-1882.2751,58,435.187943
-2279.0977,16,435.187989
-2223.2764,84,435.221629
-3492.5952,71,435.221678
-2359.9995,17,435.303183
-2039.944,13,435.319832
-1879.8854,11,435.369122
1803.1094,401,435.369172
-4838.2056,48,435.418523
-2172.21,16,435.418575
-3627.515,401,435.451608
-5468.7,157,435.500684
-1878.5935,49,435.500737
621.8323,401,435.550163
-2255.5417,16,435.582886
-1959.9972,12,435.615571
-4198.047,40,435.761934
-3959.9287,37,435.794855
-3108.583,27,435.811751
-1087.8986,24,435.811805
2836.4832,401,435.828665
-1851.2423,51,435.951005
-4101.573,39,435.951065
-2447.103,53,436.047743
-4630.8164,50,436.047801
-6679.9995,71,436.0642
-2011.0684,16,436.064246
-3040.9429,45,436.109778
1129.1976,401,436.141709
-2780.1467,112,436.174608
-2685.52,22,436.191092
-2138.7876,43,436.206754
-1429.6919,25,436.22313
-2208.717,42,436.271803
-3312.3203,30,436.304013
-2503.294,19,436.414121
-3914.7178,73,436.414176
-2918.9072,24,436.430318
-1966.898,55,436.446364
-1283.9635,59,436.462867
-1394.3165,51,436.591079
-3070.3354,36,436.638983
-2760.0,22,436.655284
-4020.3892,38,436.671824
-3948.2544,37,436.782951
-2939.1304,27,436.848242
-2598.1877,401,436.848296
-4140.5474,41,436.881272
-1947.0159,14,436.88132
-3298.663,29,436.914203
-4322.684,42,436.94706
-2098.6514,23,436.963886
-2543.915,40,437.113417
-2382.4407,69,437.163506
-3719.9092,34,437.226477
-1520.6012,28,437.242972
-3101.1436,27,437.291946
-2937.7222,71,437.324779
-2239.9294,56,437.324829
-1620.0542,61,437.422483
-1866.1681,49,437.438986
-2119.919,14,437.471832
-1879.9979,11,437.504898
-3719.7397,34,437.521506
-4038.6108,38,437.537879
-3079.9421,26,437.713341
-1862.0569,49,437.746212
-1846.2781,15,437.778918
-2688.0095,56,437.795702
-5170.135,401,437.795746
-2897.063,43,437.812138
-2322.5312,401,437.861445
-2895.5283,24,437.861498
-2628.0024,28,437.878432
-4743.6416,139,437.878477
-5174.0435,68,437.959556
-1849.2406,11,437.975982
-2133.9526,15,438.024977
-3144.541,27,438.155439
-5239.9995,53,438.188783
-1302.3522,24,438.188837
-2542.3933,43,438.221736
2583.6904,401,438.287376
-2534.0566,33,438.28743
-1536.7598,26,438.303959
-1653.7826,25,438.369463
-1633.1859,8,438.418556
-2839.9746,23,438.535247
-2759.775,22,438.551937
-4104.7734,41,438.551982
-2759.9595,22,438.666094
-2623.0708,32,438.715521
-4680.0,46,438.732407
-4804.838,82,438.781927
-2723.5562,23,438.798465
-9020.0,104,438.929155
-2999.9995,25,438.945511
-1193.3401,24,439.05994
-5559.9707,57,439.158732
-1321.187,24,439.189555
-2277.823,16,439.20612
-3038.6924,107,439.255146
-3357.0671,48,439.336619
-3157.9841,27,439.366877
-2081.5088,14,439.416022
-3611.774,44,439.432576
-2973.3901,25,439.465361
-1763.3069,74,439.579513
-3159.996,27,439.644747
-2301.75,21,439.677521
-1657.7996,32,439.677571
-3142.0527,27,439.694084
-2584.017,60,439.710962
-2518.7295,104,439.727537
-6199.0674,65,439.935884
-1408.3623,30,440.050387
-1977.3544,234,440.050449
-4780.431,88,440.083189
-3029.5142,29,440.145812
-2999.9954,25,440.145869
-4165.327,40,440.162516
-2570.5706,23,440.179098
-4599.9995,45,440.259751
-783.4738,401,440.276426
-2111.8923,32,440.308039
-1877.831,22,440.404423
-3145.8464,41,440.437327
-1875.9475,11,440.437376
-8861.601,256,440.470176
2998.9377,401,440.486732
-2979.292,25,440.568207
-2901.3782,401,440.568262
-1580.9855,401,440.601368
-6436.487,168,440.650274
-2919.9922,24,440.699373
3220.7483,401,440.699425
-2355.6296,19,440.715936
-2080.813,41,440.74875
-2736.7856,24,440.829957
-3196.1492,48,440.830015
-2839.9,23,440.846498
-1791.7771,19,440.878207
-1880.0,11,440.927881
-2062.7024,51,441.010119
-1424.3932,53,441.01018
-2297.4792,76,441.010193
-2919.3452,24,441.09259
-2632.1748,25,441.109124
-5482.1377,75,441.155972
-1864.2922,11,441.189042
1783.6061,401,441.189092
-2919.8774,24,441.2356
-2678.753,21,441.349739
-2144.5264,45,441.380187
-2082.3599,119,441.396832
2117.1328,401,441.413481
-2839.985,23,441.52832
-5079.9224,51,441.545109
-4399.3594,401,441.57801
-1862.8918,12,441.610871
-4038.9004,66,441.640396
-2676.3237,29,441.657123
-4497.885,58,441.77147
-2749.478,22,441.901741
-1181.5131,19,441.918324
-3756.2246,36,441.935061
-3260.9402,72,442.049435
-3403.275,401,442.082438
-2019.2576,29,442.113991
-2155.819,124,442.161984
-4198.286,40,442.178567
-3508.513,69,442.22785
-2913.8027,51,442.227903
-2811.145,66,442.261017
-2165.1287,23,442.310017
-2439.9443,18,442.342988
-4547.6284,45,442.392239
-1455.8221,10,442.392293
-1906.6125,57,442.503731
-694.94745,401,442.569417
2288.709,401,442.569474
-2759.974,22,442.616013
-1958.081,103,442.681283
-3206.2666,29,442.69788
-3879.8555,36,442.697925
-4198.133,40,442.730936
-4116.1206,51,442.747578
-1810.1636,84,442.747624
-5215.1436,144,442.780526
-1720.9014,42,442.846013
-2199.9983,15,442.862553
-4020.3499,38,443.012031
-2770.917,23,443.112188
-1967.4102,22,443.112249
-2989.3467,26,443.128848
-4256.5825,206,443.178532
-4221.008,42,443.194895
-4982.107,50,443.210479
-1670.213,15,443.261281
-3398.55,30,443.278268
-4119.999,39,443.32815
-3634.642,33,443.392085
-2014.9053,52,443.425455
-2829.6177,24,443.50901
-774.34143,401,443.525885
-2287.7002,48,443.542786
-2748.497,22,443.575978
-6398.365,192,443.625719
-2810.7969,23,443.658601
-4111.481,39,443.757292
-1889.3737,401,443.806393
-1477.2562,27,443.83919
-2718.5388,22,443.984975
-3181.3403,49,444.001593
-2517.315,55,444.034675
-5054.929,196,444.034723
-1141.906,19,444.116495
-4039.6794,38,444.148542
-5159.9478,52,444.180594
-2039.9995,13,444.197269
-2044.7894,64,444.230286
-1676.8435,44,444.230334
-1806.5831,128,444.27972
-2250.9775,54,444.312494
-1958.7736,12,444.345233
-2679.835,21,444.378183
-2791.9155,23,444.489464
812.57477,401,444.50633
-1195.3564,401,444.506375
-2759.3413,22,444.539938
-1859.9377,60,444.557005
-3799.8994,35,444.573643
-1308.8868,30,444.766678
-4679.8467,46,444.7832
-3923.8008,61,444.832256
-2306.9385,42,444.91379
-2557.5054,22,444.930429
828.13385,401,444.930477
-2902.998,26,444.93049
-3378.3843,39,444.946898
-2307.5166,27,444.978053
-1811.1069,46,444.978101
-2032.0076,13,444.99406
-3444.7517,31,444.994107
-1039.745,19,445.075091
-4320.3022,42,445.189197
-3838.6743,54,445.253671
-2373.786,22,445.284805
-6098.0703,217,445.316106
-2856.0522,25,445.378818
-1467.229,39,445.56014
-2291.6968,41,445.639083
-2046.4456,43,445.639138
-4679.6978,46,445.655981
-2757.1272,72,445.721609
-4919.9473,49,445.785444
-2366.7075,52,445.835014
-1636.6577,8,445.914039
-1804.1392,40,445.930788
-3038.5823,73,446.01306
-6839.9727,73,446.111558
-2874.654,25,446.128288
-1674.4888,38,446.259621
-1799.9915,10,446.276189
-1270.2949,29,446.309068
-3078.8867,26,446.3421
-3968.365,125,446.372201
-1825.3171,48,446.421326
-2338.5925,58,446.503656
-2974.3667,89,446.52045
-5811.6045,76,446.553431
-6493.101,69,446.783925
-1522.0209,30,446.800864
-2642.394,88,446.817787
-3719.8118,34,446.817831
-5481.8813,401,446.817843
-2807.0957,56,446.850759
-2726.7795,22,446.883755
-1931.593,57,446.949278
-5194.451,54,447.014962
-2504.229,32,447.031685
-2279.974,16,447.080871
-8137.974,401,447.146851
-1678.7112,23,447.180009
-2769.437,24,447.180063
-3537.2603,243,447.229075
-1588.1992,14,447.262069
-1886.5571,60,447.32639
-1845.2874,28,447.341699
-6730.2485,295,447.391759
-2753.273,22,447.441187
1717.6731,401,447.47414
-2754.828,22,447.507386
-2696.2444,23,447.557024
1475.4594,401,447.639423
-3365.5413,30,447.672595
-2448.6018,77,447.689495
-892.3336,401,447.790078
-2759.9966,22,447.840173
-1881.649,66,447.906347
-3062.4482,37,447.956282
-5073.5044,271,447.973175
-5406.5366,166,447.97322
-3320.5793,60,448.006529
-3126.727,47,448.039449
-4300.5464,49,448.039497
-2822.0398,23,448.072646
-6922.4097,278,448.204838
-3798.0808,35,448.221713
-1839.4861,47,448.221757
-4327.273,102,448.23846
-4410.6562,53,448.271611
-4119.5576,39,448.321289
-2835.8496,23,448.337968
-8850.531,256,448.387535
-2086.9856,51,448.404139
-8228.582,401,448.469765
-3799.352,35,448.551584
-1959.5465,12,448.601096
-2919.7632,24,448.634315
-2314.2783,41,448.71711
-2919.4146,24,448.73407
-1799.2096,25,448.734125
-2619.0935,44,448.802729
-5159.991,52,448.870517
-4120.0,39,448.870569
-2027.4822,25,448.888051
883.53326,401,448.888096
-4225.4873,43,448.922349
-2876.6868,401,448.922398
-3558.5771,56,448.973242
-4594.999,45,448.973294
-3073.1611,26,448.990521
65.22839,133,449.024251
-1830.1866,17,449.024298
-2984.6104,71,449.091068
-2067.309,14,449.124607
-1706.1532,9,449.174436
-2845.8027,27,449.189834
-1799.7092,10,449.256505
-4086.648,39,449.256559
1418.4209,401,449.290543
-5169.1777,65,449.358528
-2359.5366,17,449.409133
-5071.7646,399,449.426088
-4038.7915,38,449.443074
-3156.9543,65,449.476983
-3303.5156,29,449.510821
-4359.997,42,449.57966
-1069.7216,96,449.579724
-2736.6956,22,449.627961
-4264.577,41,449.660412
-3975.7808,43,449.694183
-3325.9255,51,449.727628
-1643.0736,61,449.745493
-3612.8035,33,449.846441
-12859.73,152,449.863518
-5159.9976,52,449.863559
-2415.19,44,449.913853
-2271.533,16,449.930842
-2999.97,25,449.930883
-3201.3232,42,449.964536
-3695.2002,63,449.981721
-1470.6796,66,449.998666
997.2614,222,450.065551
-2563.0825,69,450.082402
-4359.1475,87,450.099373
-2913.4683,24,450.099413
-3830.9624,36,450.179874
-2668.9087,21,450.196787
-3185.2744,44,450.213435
-1443.9727,401,450.363151
-4406.221,44,450.363209
-2839.8135,23,450.363221
-2408.7617,21,450.430503
-2644.0347,51,450.430555
-1848.5414,43,450.44742
-3558.8804,32,450.464248
-1997.8206,26,450.497662
-4186.656,40,450.530765
-3228.5686,77,450.647546
-2172.4731,56,450.680954
-2194.9563,18,450.731567
-1685.5092,23,450.748782
-3988.4556,81,450.78204
-2050.8535,42,450.798914
-1143.711,19,450.815722
-2981.3118,28,450.83252
-1108.5657,24,450.849525
-4599.9277,45,450.849564
-4279.0166,41,450.898939
-2837.8843,23,450.91574
-3849.9907,59,450.982761
-4117.569,39,451.016497
-2946.639,34,451.033446
-6528.2627,70,451.083687
-2599.442,20,451.083733
-6919.5776,74,451.198809
-2839.399,23,451.231894
-3251.1382,36,451.248875
-2244.0415,52,451.299216
-1602.3325,8,451.382227
-2698.0396,43,451.399113
-3471.3247,274,451.415782
-1534.7715,39,451.432662
-1707.9607,45,451.482751
-2948.2466,26,451.516117
-2839.9956,23,451.582137
-1388.8887,86,451.631301
-2920.3516,25,451.647874
-2146.1572,231,451.697002
-4359.9976,42,451.713364
-2033.3862,55,451.730129
-3624.0957,401,451.825901
-1671.7007,12,451.908032
-2923.5225,33,451.973505
-2919.9998,24,452.038976
-2316.0537,63,452.071882
-1879.9916,11,452.08839
-5588.42,68,452.105227
-2358.624,17,452.105272
-3552.5645,32,452.105286
-4519.614,44,452.138623
-4048.8723,39,452.155162
-4999.994,50,452.220452
-3084.8953,84,452.302486
-4104.2456,40,452.351751
-2740.0479,45,452.368248
-2998.666,25,452.450195
-2327.2295,52,452.580487
-1745.2871,39,452.611869
-2999.9072,25,452.628498
-2993.658,26,452.726227
-4347.45,43,452.806474
-4677.8594,46,452.838169
3364.3025,401,452.916416
-3035.403,35,452.933142
-2911.1294,24,452.965573
-2481.7031,26,453.02979
-1771.4622,39,453.07844
-2720.56,58,453.095155
-3639.9917,33,453.160843
-2940.184,63,453.160894
-2554.2056,21,453.25928
-2181.3135,23,453.305726
-3685.1675,37,453.321768
-1783.7048,21,453.370095
-2999.9993,25,453.478926
-2238.504,75,453.557349
2448.7236,401,453.574305
-2393.0212,46,453.574353
-2039.9869,24,453.686091
-5453.075,56,453.703158
-4251.056,145,453.736164
-1827.7468,39,453.884437
-2835.581,23,453.950001
-1769.2599,39,453.950061
-2839.8853,23,453.950073
-3213.9067,67,454.048492
-1873.6191,11,454.130419
-8256.702,401,454.130477
-3079.292,26,454.379634
-3235.1602,44,454.414073
1378.7322,401,454.414125
-3265.8516,29,454.4313
-2945.2734,209,454.498827
-1389.6605,28,454.598833
-2486.8772,71,454.646274
-2676.596,21,454.729146
-2896.187,53,454.763873
-1503.9912,63,454.780871
-3577.7578,44,454.780919
-2865.5562,24,455.166036
-4595.0635,45,455.251209
-2080.7979,52,455.284162
-1800.9862,45,455.53112
-1657.6812,48,455.581161
-6038.6157,63,455.647754
-4126.0225,73,455.647807
-2469.5981,401,455.810668
-2033.768,13,455.858641
-1179.9325,40,455.905692
-3216.0627,78,455.938032
-3100.1465,48,455.954788
-10366.89,401,456.01858
-5413.812,401,456.052486
-3203.4546,45,456.262784
-2634.4717,22,456.262847
-2709.5813,33,456.346343
-2795.297,67,456.380412
-3083.0444,100,456.38046
-3308.417,29,456.414075
-2999.9622,25,456.464808
1409.0454,401,456.464857
-773.33356,401,456.532341
-2007.3373,41,456.691232
-3159.6584,27,456.707571
-2827.742,23,456.754888
2379.32,401,456.771259
-2901.2114,25,456.786875
-1701.7383,25,456.818106
-2648.9883,25,456.867668
-6359.9604,67,456.95033
-193.19818,376,457.001042
-3364.1277,41,457.018063
-2919.983,24,457.274245
-1114.7697,33,457.376988
-2839.9526,23,457.394195
-2724.9446,401,457.394237
-4323.138,69,457.411202
813.175,401,457.44523
-11906.147,264,457.445273
-2514.6433,401,457.495842
-3261.5952,58,457.495888
-4535.2183,45,457.512821
-4650.967,46,457.546438
-2943.7253,32,457.563321
-3013.2651,55,457.611136
-4118.4355,222,457.801417
-2090.0825,26,457.816745
-3231.938,28,457.832841
-3078.113,26,457.832882
-2021.6213,36,457.865668
-1222.5026,26,457.865716
2297.8057,401,457.882455
-2272.6628,118,457.898957
-2814.3535,23,457.915989
-1664.7246,78,457.999262
355.84784,401,458.06621
-2255.434,16,458.097357
-3012.4397,44,458.113791
-3941.3213,37,458.113835
-2311.3135,18,458.160999
-1471.916,24,458.261078
-2999.9976,25,458.328135
-3565.2512,44,458.328185
-5098.668,57,458.378208
-2041.2277,55,458.395162
-1220.998,20,458.395203
-2999.141,26,458.428672
-2271.6216,22,458.478694
-4679.9927,46,458.5777
-3239.978,28,458.577753
-2519.9023,19,458.577765
-2404.0547,18,458.625983
2450.8816,401,458.659618
-4006.829,401,458.693324
2105.1865,401,458.693374
-2998.3625,25,458.806911
-2519.5857,19,458.889805
-3509.607,69,459.023787
-2051.7385,33,459.023845
-2883.253,24,459.023857
-3652.3696,69,459.041214
-2180.505,57,459.041256
-1966.9014,29,459.058156
-2388.9272,41,459.075012
-2935.4736,44,459.158641
-2177.7388,48,459.175595
-3636.9688,35,459.274268
-1863.0618,29,459.289619
-4842.0957,142,459.306096
-2701.5254,25,459.485243
-2983.3643,29,459.501951
-2686.145,84,459.551078
-2919.997,24,459.567277
-2348.6096,169,459.582409
222.22746,401,459.76092
-8082.649,401,459.760981
-3778.9873,45,459.777547
-2052.5083,40,459.810362
-2199.9976,15,459.827185
-3639.9558,33,459.82723
-1782.6521,73,459.860474
-2056.119,57,459.975134
-5323.983,401,459.975193
-1354.7355,28,460.024663
-2005.7458,60,460.041461
-2473.4531,90,460.058173
-4587.8857,47,460.074793
-2619.0308,66,460.107597
1665.3643,401,460.173295
-1257.6969,44,460.206434
-1362.4005,10,460.239249
2695.584,401,460.320835
-2071.1238,34,460.320891
-1571.5336,36,460.353771
-2039.7476,13,460.386423
-3954.4688,38,460.402787
-3079.9863,26,460.484323
-2792.7725,61,460.50094
-2756.835,22,460.56664
-1729.9911,44,460.581961
-1918.8062,30,460.597101
-2492.2036,39,460.613731
-2225.8784,48,460.613775
-2776.0493,24,460.630184
-3451.1724,52,460.662908
-1717.4884,9,460.725492
-2789.752,29,460.7882
-2358.1658,17,460.834604
-999.9824,18,460.883801
-2304.7134,17,460.931993
-976.00134,20,460.932045
-2599.9993,20,460.948768
-4118.039,39,460.948808
-1905.0618,62,460.981962
-2970.4712,59,460.982007
2745.4958,401,461.015487
-1799.75,10,461.048658
-4385.561,48,461.165355
-2039.688,13,461.16541
-1678.6797,35,461.182503
-3604.1494,49,461.282057
-2435.6013,18,461.31547
-1878.8474,11,461.348897
-4119.8555,39,461.365449
-1835.001,20,461.382348
-2459.4897,45,461.533358
-3213.9973,42,461.533414
-3019.8335,46,461.710439
-7719.9995,84,461.867275
-4228.541,43,461.867334
-2818.7388,24,461.915244
-2285.9658,63,461.964262
-4117.662,39,462.011194
-2373.8105,42,462.042847
-1739.706,47,462.07653
-4678.525,46,462.092157
-3998.9546,261,462.107337
-8982.523,401,462.157301
2764.7214,401,462.223632
-2827.5898,23,462.240638
-1799.9214,10,462.240682
-2594.3555,39,462.34077
-1783.9731,22,462.371773
-3348.5747,90,462.451308
-1936.7229,77,462.533573
-2705.8992,24,462.550221
-3149.4448,43,462.567048
-4759.8945,47,462.677203
-10475.757,163,462.694275
-3959.9978,37,462.694315
-3036.2195,26,462.759828
-1792.019,20,462.776774
-825.33014,38,462.843375
-2170.1636,47,462.876625
-1689.3533,21,462.89331
-5379.185,154,462.910024
-1879.9974,11,462.959644
-1810.0791,47,463.009744
-3287.4033,40,463.02665
-1292.7743,401,463.043468
-1608.523,24,463.077193
-2502.6123,23,463.077239
-1764.2716,10,463.077252
-2942.7998,42,463.22698
-3533.5652,34,463.260617
-2752.5713,22,463.260663
-2478.974,19,463.393205
-2839.936,23,463.460241
-3260.5693,29,463.493978
-2280.0,16,463.494021
-3959.9998,37,463.575205
-5966.107,82,463.592226
-3192.4316,46,463.60938
-1858.0555,11,463.64299
-1638.7251,268,463.66001
-3799.9624,35,463.660051
-2407.7427,52,463.743423
-2775.4685,67,463.87586
-1667.6514,27,463.941346
-4928.9453,147,463.941403
-3399.9937,30,463.991484
-3319.999,29,464.055812
1951.8069,401,464.072397
-3239.9993,28,464.105712
1499.8811,401,464.138577
-3799.975,35,464.171102
-1071.8497,34,464.171147
-3725.811,77,464.318511
-2118.6653,14,464.368761
-184.64368,401,464.385564
-3559.9077,32,464.402487
-1004.4111,19,464.419322
-3065.3486,47,464.436222
-4382.354,43,464.453192
-1461.6749,52,464.517271
-2140.0544,28,464.517323
-2759.893,22,464.53446
-4119.846,39,464.584301
-2279.9932,16,464.634626
-2279.9463,16,464.650657
-1394.617,23,464.700205
-1637.7396,8,464.717118
-3416.9053,35,464.750542
-2553.6318,48,464.78413
-1936.6417,13,464.867424
-2068.8794,28,464.867475
-1455.5488,26,464.88425
-4586.8984,92,464.918457
-90.188896,401,464.918503
-1859.3021,11,464.968787
-2112.7502,27,464.98586
-2638.143,31,465.036607
-4832.334,118,465.221083
-3881.6277,51,465.271358
-2919.7168,24,465.288387
-5752.213,401,465.288429
-1329.3705,38,465.336223
-2442.966,57,465.386677
-3449.7576,31,465.438039
-2460.8179,43,465.438098
-4370.236,50,465.471653
6784.862,401,465.488255
-2841.0452,38,465.504916
-2237.5068,37,465.679905
-1446.6898,43,465.679965
2057.0166,401,465.713591
-3110.109,320,465.713635
-1358.765,26,465.813539
-3719.9993,34,465.880029
-4920.0,49,465.896301
-865.2083,20,465.928379
-2242.2925,59,465.994668
-2274.3843,69,465.994721
-2999.8853,25,465.994734
-2599.9993,20,466.01163
-2599.9358,20,466.045291
-2329.3162,37,466.14225
-4118.2393,39,466.208838
-1276.4244,401,466.2425
-1947.509,49,466.242547
-3329.879,36,466.275695
-4358.562,55,466.275741
-2999.8975,25,466.290999
-3171.0244,58,466.340339
-2763.169,23,466.376158
-4599.8384,45,466.458819
-3769.6885,57,466.475545
-1879.9862,11,466.475588
-4472.495,268,466.49248
6275.2173,401,466.52662
-3616.5366,44,466.545776
-2522.442,21,466.56258
-3799.9893,35,466.580238
-3108.0464,27,466.597501
-2838.0657,34,466.614388
-1962.1465,42,466.697204
-2197.6677,15,466.712735
-3060.1294,26,466.712776
-2389.8506,75,466.72968
-3222.3777,43,466.729721
-1919.5203,32,466.780223
-3719.5476,34,466.813638
-3416.9749,58,466.896526
-998.27875,21,466.896575
-2342.2651,23,466.946992
-7353.5474,182,467.063852
-5079.6875,51,467.130553
-2968.3967,26,467.130604
-2839.9954,23,467.164301
-4279.923,41,467.164346
-3134.0283,43,467.198203
-1879.8303,11,467.347776
-2607.6946,60,467.381208
-2808.1516,30,467.398129
-2390.0386,21,467.414971
-4380.025,287,467.43189
-3142.8862,45,467.482388
-1861.8931,24,467.533154
-902.6354,23,467.549487
-2949.3662,26,467.56652
-4748.3164,47,467.601826
-4912.3013,401,467.668883
-2080.6345,66,467.685805
-1951.0583,18,467.70267
-3026.7043,46,467.719613
-2942.6611,401,467.719651
-5319.997,54,467.801471
-3675.8777,67,467.833384
-2907.644,81,467.850585
-3235.9766,28,467.850626
-2759.9978,22,467.850639
-2843.2114,92,467.884388
-2419.3926,18,467.901359
-632.4753,401,467.918307
-3569.8296,72,467.918345
-1887.449,31,467.952187
-2199.689,15,467.96903
-2663.1782,21,468.035389
-1607.3912,24,468.068224
-1621.9106,13,468.068266
-2047.8098,32,468.083782
-3361.454,35,468.116588
-924.804,181,468.149912
-2857.3652,50,468.183149
-3129.5103,47,468.199947
-2919.9985,24,468.24931
-2478.918,33,468.249355
-1700.5012,21,468.315466
-2248.0527,109,468.34909
-1704.2562,9,468.34914
-2632.9685,26,468.349153
-1946.8119,30,468.382838
-2442.207,33,468.399636
-2368.8735,39,468.449545
-2999.8518,25,468.48309
-2606.9482,22,468.483134
-2106.6833,27,468.483146
-1879.9996,11,468.533474
-2199.996,15,468.59874
-1100.4413,23,468.631771
-2267.6216,25,468.6649
-3185.4065,39,468.731621
-1255.2378,18,468.748829
-2759.9998,22,468.748874
2309.3699,401,468.798178
-2175.5742,25,468.813591
-4760.0,47,468.846498
-1371.773,61,468.846546
-3478.5718,31,468.863183
-1613.7122,43,468.896949
-1486.4937,34,469.047394
-1639.239,10,469.064213
-2674.8755,21,469.215159
-2413.3098,48,469.284417
-4254.364,41,469.284468
